ExperimentID;Network;Section;Element;@timestamp;qm
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:17.295";0.0175
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:17.445";2.92772
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:17.595";5.31817
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:17.745";5.52969
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:17.895";5.79246
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:18.045";6.24871
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:18.195";6.55013
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:18.345";6.72715
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:18.495";6.91395
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:18.645";7.35957
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:18.795";8.44533
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:18.945";10.2819
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:19.095";12.1197
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:19.245";12.8882
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:19.395";12.3506
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:19.545";11.2591
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:19.695";10.6371
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:19.845";10.8066
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:19.995";11.0762
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:20.145";10.8389
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:20.295";10.1978
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:20.445";9.40127
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:20.595";8.49202
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:20.745";7.61417
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:20.895";7.26942
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:21.045";7.92054
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:21.195";9.14971
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:21.345";9.87257
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:21.495";9.66426
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:21.645";8.99324
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:21.795";8.55136
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:21.945";8.60065
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:22.095";8.79775
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:22.245";8.81401
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:22.395";8.85014
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:22.545";9.33043
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:22.695";10.2827
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:22.845";11.1543
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:22.995";11.4095
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:23.145";11.0472
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:23.295";10.4885
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:23.445";10.2036
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:23.595";10.3536
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:23.745";10.6484
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:23.895";10.6587
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:24.045";10.2512
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:24.195";9.63784
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:24.345";9.13333
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:24.495";8.9409
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:24.645";9.09858
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:24.795";9.51002
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:24.945";9.95144
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:25.095";10.1474
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:25.245";9.98009
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:25.395";9.61277
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:25.545";9.35513
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:25.695";9.37787
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:25.845";9.55589
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:25.995";9.66894
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:26.145";9.70555
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:26.295";9.83981
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:26.445";10.1499
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:26.595";10.4608
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:26.745";10.5314
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:26.895";10.3331
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:27.045";10.0744
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:27.195";9.99785
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:27.345";10.1506
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:27.495";10.3371
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:27.645";10.3253
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:27.795";10.069
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:27.945";9.72033
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:28.095";9.48905
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:28.245";9.4906
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:28.395";9.6784
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:28.545";9.89886
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:28.695";10.0098
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:28.845";9.95585
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:28.995";9.7752
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:29.145";9.5713
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:29.295";9.46002
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:29.445";9.49815
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:29.595";9.64012
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:29.745";9.78439
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:29.895";9.87634
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:30.045";9.9454
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:30.195";10.0336
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:30.345";10.1131
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:30.495";10.1082
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:30.645";10.0019
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:30.795";9.88457
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:30.945";9.8724
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:31.095";9.97871
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:31.245";10.0865
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:31.395";10.0685
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:31.545";9.91523
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:31.695";9.73815
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:31.845";9.66784
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:31.995";9.74773
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:32.145";9.90747
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:32.295";10.0325
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:32.445";10.0534
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:32.595";9.97647
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:32.745";9.85653
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:32.895";9.75586
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:33.045";9.713
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:33.195";9.72886
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:33.345";9.77389
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:33.495";9.81564
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:33.645";9.8455
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:33.795";9.87731
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:33.945";9.91865
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:34.095";9.95014
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:34.245";9.94235
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:34.395";9.89441
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:34.545";9.84671
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:34.695";9.8456
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:34.845";9.89188
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:34.995";9.93038
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:35.145";9.90149
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:35.295";9.80362
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:35.445";9.69941
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:35.595";9.66013
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:35.745";9.70267
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:35.895";9.77869
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:36.045";9.82301
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:36.195";9.80888
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:36.345";9.75971
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:36.495";9.71939
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:36.645";9.71547
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:36.795";9.74403
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:36.945";9.78103
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:37.095";9.80456
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:37.245";9.80859
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:37.395";9.80169
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:37.545";9.79646
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:37.695";9.79887
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:37.845";9.80426
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:37.995";9.80363
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:38.145";9.79573
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:38.295";9.79212
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:38.445";9.80604
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:38.595";9.8344
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:38.745";9.85481
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:38.895";9.84573
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:39.045";9.81028
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:39.195";9.77717
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:39.345";9.7752
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:39.495";9.8052
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:39.645";9.83735
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:39.795";9.83792
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:39.945";9.79901
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:40.095";9.74342
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:40.245";9.7036
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:40.395";9.69673
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:40.545";9.71653
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:40.695";9.74408
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:40.845";9.76365
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:40.995";9.77031
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:41.145";9.76761
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:41.295";9.7611
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:41.445";9.75349
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:41.595";9.74402
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:41.745";9.73191
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:41.895";9.71958
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:42.045";9.71171
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:42.195";9.70992
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:42.345";9.7088
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:42.495";9.69897
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:42.645";9.67636
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:42.795";9.64952
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:42.945";9.63605
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:43.095";9.64865
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:43.245";9.68244
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:43.395";9.71661
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:43.545";9.7307
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:43.695";9.72038
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:43.845";9.69864
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:43.995";9.68278
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:44.145";9.68038
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:44.295";9.68611
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:44.445";9.69016
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:44.595";9.68833
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:44.745";9.68443
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:44.895";9.68457
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:45.045";9.69048
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:45.195";9.69858
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:45.345";9.70443
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:45.495";9.70712
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:45.645";9.70946
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:45.795";9.71425
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:45.945";9.7206
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:46.095";9.7234
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:46.245";9.71708
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:46.395";9.70072
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:46.545";9.68012
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:46.695";9.66423
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:46.845";9.65831
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:46.995";9.65977
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:47.145";9.66074
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:47.295";9.6554
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:47.445";9.64534
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:47.595";9.63792
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:47.745";9.63911
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:47.895";9.64755
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:48.045";9.6554
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:48.195";9.65507
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:48.345";9.64524
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:48.495";9.63085
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:48.645";9.61815
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:48.795";9.60979
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:48.945";9.60415
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:49.095";9.5983
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:49.245";9.5912
"2020-02-13T18:57:17.077";"Network1";"Section1";"AM";"2020-02-13T18:57:49.395";9.58442
