ExperimentID;Network;Section;Element;@timestamp;q
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:17.295";7.84279
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:17.445";10.0066
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:17.595";11.5829
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:17.745";11.4954
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:17.895";11.0184
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:18.045";10.9974
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:18.195";11.0761
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:18.345";10.9077
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:18.495";10.4857
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:18.645";9.8935
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:18.795";9.35595
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:18.945";9.09125
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:19.095";8.99063
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:19.245";8.82188
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:19.395";8.66777
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:19.545";8.76214
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:19.695";8.99241
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:19.845";8.97791
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:19.995";8.59083
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:20.145";8.04013
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:20.295";7.4871
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:20.445";6.90925
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:20.595";6.32387
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:20.745";5.85733
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:20.895";5.57234
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:21.045";5.42767
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:21.195";5.40852
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:21.345";5.52763
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:21.495";5.70338
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:21.645";5.79485
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:21.795";5.77025
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:21.945";5.71235
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:22.095";5.64946
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:22.245";5.51012
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:22.395";5.27269
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:22.545";5.04327
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:22.695";4.93108
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:22.845";4.92645
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:22.995";4.95941
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:23.145";5.02326
"2020-02-13T18:57:17.077";"Network1";"Section1";"OS";"2020-02-13T18:57:23.295";5.17621
